subject_label_original	subject_label	subject_type	subject_final_label	subject_final_curie	subject_missing_final	predicate_raw	biolink_predicate	association_category	object_label_original	object_label	object_type	object_final_label	object_final_curie	object_missing_final	report_id	pmid	link	outcome
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hypotonia	Hypotonia	PhenotypicFeature	Hypotonia	HP:0001252	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Cyanosis	Cyanosis	PhenotypicFeature	Cyanosis	HP:0000961	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Hyporeflexia	Hyporeflexia	PhenotypicFeature	Hyporeflexia	UMLS:C0151888	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Low Apgar score	Low Apgar score	PhenotypicFeature	Low APGAR score	HP:0030917	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Grade II cerebral ventricular hemorrhage	Grade II cerebral ventricular hemorrhage	PhenotypicFeature	Intraventricular hemorrhage	HP:0030746	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Profound hypoxic crises	Profound hypoxic crises	PhenotypicFeature	Hypoxia	HP:0012418	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	has_phenotype_of	biolink:has_phenotype	biolink:DiseaseToPhenotypicFeatureAssociation	Moderate hypercarbia	Moderate hypercarbia	PhenotypicFeature	Hypercarbia	HP:0012418	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
RAF1	RAF1	Gene	RAF1	NCBIGene:100737448	N	gene_associated_with_condition	biolink:gene_associated_with_condition	biolink:GeneToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
PTPN11	PTPN11	Gene	PTPN11	NCBIGene:100170851	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Gly464Ala	p.Gly464Ala	SequenceVariant			Y	a17f2489-685d-4878-a44a-80d28af170b6		https://cure.ncats.io/explore/nsml/case-reports/case-details/a17f2489-685d-4878-a44a-80d28af170b6	
p.Gly464Ala	p.Gly464Ala	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	NSML: Noonan Syndrome with Multiple Lentigines (Formerly LEOPARD)	NSML: Noonan Syndrome with Multiple Lentigines (Formerly LEOPARD)	Disease	Noonan syndrome with multiple lentigines	MONDO:0007893	N	a17f2489-685d-4878-a44a-80d28af170b6		https://cure.ncats.io/explore/nsml/case-reports/case-details/a17f2489-685d-4878-a44a-80d28af170b6	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Gly469Glu	p.Gly469Glu	SequenceVariant			Y	eea4b243-b0b6-4c80-86ab-87251498a107	39235050	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/eea4b243-b0b6-4c80-86ab-87251498a107	
p.Gly469Glu	p.Gly469Glu	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	eea4b243-b0b6-4c80-86ab-87251498a107	39235050	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/eea4b243-b0b6-4c80-86ab-87251498a107	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	Not reported	Not reported	SequenceVariant			Y	c93e5a54-6cb1-434d-a287-f863e6ad8c48	19804494	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/c93e5a54-6cb1-434d-a287-f863e6ad8c48	
Not reported	Not reported	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	c93e5a54-6cb1-434d-a287-f863e6ad8c48	19804494	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/c93e5a54-6cb1-434d-a287-f863e6ad8c48	
RAF1	RAF1	Gene	RAF1	NCBIGene:100737448	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.S257L	p.S257L	SequenceVariant			Y	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
p.S257L	p.S257L	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	34463117	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/e8fbb1bd-43a9-4b29-8b4d-1fdc179574c7	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Phe595Leu	p.Phe595Leu	SequenceVariant			Y	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
p.Phe595Leu	p.Phe595Leu	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	032af03c-721e-47ec-aa6b-eebd100c6b2b	27680485	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/032af03c-721e-47ec-aa6b-eebd100c6b2b	
HRAS	HRAS	Gene	HRAS	NCBIGene:110259208	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.G12F	p.G12F	SequenceVariant			Y	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
p.G12F	p.G12F	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	Costello Syndrome	Costello Syndrome	Disease	Costello syndrome	MONDO:0009026	N	7e937c08-1c12-4070-8844-ba936624e6ef		https://cure.ncats.io/explore/costello-syndrome/case-reports/case-details/7e937c08-1c12-4070-8844-ba936624e6ef	
RIT1	RIT1	Gene	RIT1	NCBIGene:100155905	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Ala57Gly	p.Ala57Gly	SequenceVariant			Y	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
p.Ala57Gly	p.Ala57Gly	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	55e9d96a-33c4-4999-b7e2-57eda449cad0	36184070	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/55e9d96a-33c4-4999-b7e2-57eda449cad0	
SOS1	SOS1	Gene	SOS1	NCBIGene:100520187	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Arg552Thr	p.Arg552Thr	SequenceVariant			Y	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
p.Arg552Thr	p.Arg552Thr	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3a9c28be-346f-4a2e-a5fa-d2165317eb53	36140671	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3a9c28be-346f-4a2e-a5fa-d2165317eb53	
BRAF	BRAF	Gene	BRAF	NCBIGene:673	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.D638E	p.D638E	SequenceVariant			Y	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
p.D638E	p.D638E	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	CFC: Cardiofaciocutaneous Syndrome	CFC: Cardiofaciocutaneous Syndrome	Disease	cardiofaciocutaneous syndrome	MONDO:0015280	N	9efb2ba1-12a8-476b-ae90-ca657c5cdb54	31217210	https://cure.ncats.io/explore/cfc-syndrome/case-reports/case-details/9efb2ba1-12a8-476b-ae90-ca657c5cdb54	
RAF1	RAF1	Gene	RAF1	NCBIGene:100737448	N	has_sequence_variant	biolink:has_sequence_variant	biolink:GeneToVariantAssociation	p.Ser257Leu	p.Ser257Leu	SequenceVariant			Y	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
p.Ser257Leu	p.Ser257Leu	SequenceVariant			Y	genetically_associated_with	biolink:genetically_associated_with	biolink:VariantToDiseaseAssociation	Noonan Syndrome	Noonan Syndrome	Disease	Noonan syndrome	MONDO:0018997	N	3d83a833-ced8-4c7d-ad9b-c9863273e0bf	35052347	https://cure.ncats.io/explore/noonan-syndrome/case-reports/case-details/3d83a833-ced8-4c7d-ad9b-c9863273e0bf	
